"external_url","local_url","local_path","downloaded"
"https://cdn11.editmysite.com/images/common/blog/dark-blog-comment-pointer.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/blog/dark-blog-comment-pointer.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/blog/dark-blog-comment-pointer.png","True"
"https://cdn11.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png","True"
"https://cdn11.editmysite.com/images/common/buttons/large_blue.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/buttons/large_blue.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/buttons/large_blue.png","True"
"https://cdn11.editmysite.com/images/common/buttons/small_blue.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/buttons/small_blue.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/buttons/small_blue.png","True"
"https://cdn11.editmysite.com/images/common/buttons/small_grey.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/buttons/small_grey.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/buttons/small_grey.png","True"
"https://cdn11.editmysite.com/images/common/checkmarks/@2x/checkmark-mini.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/checkmarks/@2x/checkmark-mini.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/checkmarks/@2x/checkmark-mini.png","True"
"https://cdn11.editmysite.com/images/common/checkmarks/checkmark-mini.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/checkmarks/checkmark-mini.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/checkmarks/checkmark-mini.png","True"
"https://cdn11.editmysite.com/images/common/form_input_bg.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/form_input_bg.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/form_input_bg.gif","True"
"https://cdn11.editmysite.com/images/common/lightbox/nextlabel.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/lightbox/nextlabel.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/lightbox/nextlabel.gif","True"
"https://cdn11.editmysite.com/images/common/lightbox/prevlabel.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/lightbox/prevlabel.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/lightbox/prevlabel.gif","True"
"https://cdn11.editmysite.com/images/common/magnifying-glass.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/magnifying-glass.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/magnifying-glass.png","True"
"https://cdn11.editmysite.com/images/common/search-light.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/search-light.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/search-light.png","True"
"https://cdn11.editmysite.com/images/common/search-pagination-bg.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/search-pagination-bg.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/search-pagination-bg.png","True"
"https://cdn11.editmysite.com/images/common/social_icons.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/common/social_icons.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/common/social_icons.png","True"
"https://cdn11.editmysite.com/images/loading.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/loading.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/loading.gif","True"
"https://cdn11.editmysite.com/images/old/button/large_grey.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/button/large_grey.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/button/large_grey.png","True"
"https://cdn11.editmysite.com/images/old/fancybox/blank.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/blank.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/blank.gif","True"
"https://cdn11.editmysite.com/images/old/fancybox/fancybox_loading.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/fancybox_loading.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/fancybox_loading.gif","True"
"https://cdn11.editmysite.com/images/old/fancybox/fancybox_overlay.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/fancybox_overlay.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/fancybox_overlay.png","True"
"https://cdn11.editmysite.com/images/old/fancybox/fancybox_sprite.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/fancybox_sprite.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/fancybox/fancybox_sprite.png","True"
"https://cdn11.editmysite.com/images/old/loading.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/loading.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/loading.gif","True"
"https://cdn11.editmysite.com/images/old/photoswipe/error.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/error.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/error.gif","True"
"https://cdn11.editmysite.com/images/old/photoswipe/icons.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/icons.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/icons.png","True"
"https://cdn11.editmysite.com/images/old/photoswipe/icons@2x.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/icons@2x.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/icons@2x.png","True"
"https://cdn11.editmysite.com/images/old/photoswipe/loader.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/loader.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/photoswipe/loader.gif","True"
"https://cdn11.editmysite.com/images/old/slideshow/control_icons.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/slideshow/control_icons.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/slideshow/control_icons.gif","True"
"https://cdn11.editmysite.com/images/old/slideshow/header_slideshow_sprites.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/slideshow/header_slideshow_sprites.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/slideshow/header_slideshow_sprites.png","True"
"https://cdn11.editmysite.com/images/old/slideshow/header_slideshow_sprites1x.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/old/slideshow/header_slideshow_sprites1x.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/old/slideshow/header_slideshow_sprites1x.png","True"
"https://cdn11.editmysite.com/images/site/checkout/@2x/credit-cards.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/@2x/credit-cards.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/@2x/credit-cards.png","True"
"https://cdn11.editmysite.com/images/site/checkout/@2x/paypal.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/@2x/paypal.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/@2x/paypal.png","True"
"https://cdn11.editmysite.com/images/site/checkout/credit-cards.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/credit-cards.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/credit-cards.png","True"
"https://cdn11.editmysite.com/images/site/checkout/paypal.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/paypal.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/paypal.png","True"
"https://cdn11.editmysite.com/images/site/checkout/print.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/print.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/print.png","True"
"https://cdn11.editmysite.com/images/site/checkout/print@2x.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/print@2x.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/site/checkout/print@2x.png","True"
"https://cdn11.editmysite.com/images/util/general/blank.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/blank.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/blank.gif","True"
"https://cdn11.editmysite.com/images/util/general/bottom-triangle-000.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/bottom-triangle-000.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/bottom-triangle-000.png","True"
"https://cdn11.editmysite.com/images/util/general/bottom-triangle-000@2x.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/bottom-triangle-000@2x.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/bottom-triangle-000@2x.png","True"
"https://cdn11.editmysite.com/images/util/general/top-triangle-000.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/top-triangle-000.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/top-triangle-000.png","True"
"https://cdn11.editmysite.com/images/util/general/top-triangle-000@2x.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/top-triangle-000@2x.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/general/top-triangle-000@2x.png","True"
"https://cdn11.editmysite.com/images/util/inputs/search-input-bg.jpg","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/inputs/search-input-bg.jpg","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/inputs/search-input-bg.jpg","True"
"https://cdn11.editmysite.com/images/util/loading-white-w24.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/loading-white-w24.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/loading-white-w24.gif","True"
"https://cdn11.editmysite.com/images/util/spinner/spinner-dark.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/spinner/spinner-dark.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/spinner/spinner-dark.png","True"
"https://cdn11.editmysite.com/images/util/spinner/spinner-light.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/spinner/spinner-light.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/spinner/spinner-light.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/blue-bar.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/blue-bar.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/blue-bar.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/gradient.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/gradient.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/gradient.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/loading-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/loading-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/loading-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/maximize-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/maximize-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/maximize-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/minimize-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/minimize-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/minimize-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/play-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/play-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/play-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/sad-face.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/sad-face.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/sad-face.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/volume-filled.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/volume-filled.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/volume-filled.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/volume-mute.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/volume-mute.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/volume-mute.png","True"
"https://cdn11.editmysite.com/images/util/videojs/@2x/white-bar.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/white-bar.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/@2x/white-bar.png","True"
"https://cdn11.editmysite.com/images/util/videojs/blue-bar.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/blue-bar.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/blue-bar.png","True"
"https://cdn11.editmysite.com/images/util/videojs/gradient.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/gradient.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/gradient.png","True"
"https://cdn11.editmysite.com/images/util/videojs/loading-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/loading-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/loading-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/maximize-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/maximize-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/maximize-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/minimize-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/minimize-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/minimize-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/play-icon.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/play-icon.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/play-icon.png","True"
"https://cdn11.editmysite.com/images/util/videojs/sad-face.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/sad-face.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/sad-face.png","True"
"https://cdn11.editmysite.com/images/util/videojs/volume-filled.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/volume-filled.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/volume-filled.png","True"
"https://cdn11.editmysite.com/images/util/videojs/volume-mute.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/volume-mute.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/volume-mute.png","True"
"https://cdn11.editmysite.com/images/util/videojs/white-bar.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/white-bar.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/util/videojs/white-bar.png","True"
"https://cdn11.editmysite.com/images/vendor/select2/select2.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/vendor/select2/select2.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/vendor/select2/select2.png","True"
"https://cdn11.editmysite.com/images/vendor/select2/select2-spinner.gif","/assets/vendor/editmysite/cdn11.editmysite.com/images/vendor/select2/select2-spinner.gif","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/vendor/select2/select2-spinner.gif","True"
"https://cdn11.editmysite.com/images/vendor/select2/select2x2.png","/assets/vendor/editmysite/cdn11.editmysite.com/images/vendor/select2/select2x2.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/images/vendor/select2/select2x2.png","True"
"https://cdn11.editmysite.com/js/jquery-1.8.3.min.js","/assets/vendor/editmysite/cdn11.editmysite.com/js/jquery-1.8.3.min.js","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/js/jquery-1.8.3.min.js","True"
"https://cdn11.editmysite.com/js/old/slideshow-jq.js?buildtime=1234","/assets/vendor/editmysite/cdn11.editmysite.com/js/old/slideshow-jq.js","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/js/old/slideshow-jq.js","True"
"https://cdn11.editmysite.com/js/site/main.js?buildtime=1234","/assets/vendor/editmysite/cdn11.editmysite.com/js/site/main.js","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/js/site/main.js","True"
"https://cdn11.editmysite.com/js/site/main-customer-accounts-site.js?buildtime=1234","/assets/vendor/editmysite/cdn11.editmysite.com/js/site/main-customer-accounts-site.js","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/js/site/main-customer-accounts-site.js","True"
"https://cdn11.editmysite.com/sprites/common/social-icons/@2x-s0ae7d70c70.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/common/social-icons/@2x-s0ae7d70c70.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/common/social-icons/@2x-s0ae7d70c70.png","True"
"https://cdn11.editmysite.com/sprites/common/social-icons-s5ea5500bdb.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/common/social-icons-s5ea5500bdb.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/common/social-icons-s5ea5500bdb.png","True"
"https://cdn11.editmysite.com/sprites/site/forms/@2x-s47607b315a.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/forms/@2x-s47607b315a.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/forms/@2x-s47607b315a.png","True"
"https://cdn11.editmysite.com/sprites/site/forms-s3786257308.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/forms-s3786257308.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/forms-s3786257308.png","True"
"https://cdn11.editmysite.com/sprites/site/mini-cart/@2x-s576cbc3f90.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mini-cart/@2x-s576cbc3f90.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mini-cart/@2x-s576cbc3f90.png","True"
"https://cdn11.editmysite.com/sprites/site/mini-cart-s86c48effae.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mini-cart-s86c48effae.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mini-cart-s86c48effae.png","True"
"https://cdn11.editmysite.com/sprites/site/mobile/commerce/@2x-s82f968c453.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mobile/commerce/@2x-s82f968c453.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mobile/commerce/@2x-s82f968c453.png","True"
"https://cdn11.editmysite.com/sprites/site/mobile/commerce-sdf6d4e852c.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mobile/commerce-sdf6d4e852c.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/site/mobile/commerce-sdf6d4e852c.png","True"
"https://cdn11.editmysite.com/sprites/util/inputs/checkmarkBox/@2x-s211a47d318.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/inputs/checkmarkBox/@2x-s211a47d318.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/inputs/checkmarkBox/@2x-s211a47d318.png","True"
"https://cdn11.editmysite.com/sprites/util/inputs/checkmarkBox-s7868418152.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/inputs/checkmarkBox-s7868418152.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/inputs/checkmarkBox-s7868418152.png","True"
"https://cdn11.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png","True"
"https://cdn11.editmysite.com/sprites/util/videojs-sacae758aa2.png","/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/videojs-sacae758aa2.png","site-src/static/assets/vendor/editmysite/cdn11.editmysite.com/sprites/util/videojs-sacae758aa2.png","True"
"https://cdn2.editmysite.com/fonts/EB_Garamond/font.css?2","/assets/vendor/editmysite/cdn2.editmysite.com/fonts/EB_Garamond/font.css","site-src/static/assets/vendor/editmysite/cdn2.editmysite.com/fonts/EB_Garamond/font.css","True"
"https://cdn2.editmysite.com/fonts/EB_Garamond/regular.eot","/assets/vendor/editmysite/cdn2.editmysite.com/fonts/EB_Garamond/regular.eot","site-src/static/assets/vendor/editmysite/cdn2.editmysite.com/fonts/EB_Garamond/regular.eot","True"
"https://cdn2.editmysite.com/fonts/EB_Garamond/regular.eot?#iefix","/assets/vendor/editmysite/cdn2.editmysite.com/fonts/EB_Garamond/regular.eot","site-src/static/assets/vendor/editmysite/cdn2.editmysite.com/fonts/EB_Garamond/regular.eot","True"
